base_bytes,base_cost,base_error,base_memory,base_params,base_points,base_sha256,byte_delta,classification,cost_delta,different,donor_bytes,donor_cost,donor_error,donor_memory,donor_params,donor_points,donor_sha256,point_delta,task
5013,1255,,318,937,17.865109148434115,fe7db63dc72861eccfc34b3ebde598caab2df3f5b6007b03a8b7c8b9b44288df,3503,cost-positive,-21,True,8516,1234,,299,935,17.881983795534666,a1ee23eb88bec90871e8fa14823825198a3dbc007e07b6a99245725505671234,0.016874647100550533,task175
1511,1767,,1560,207,17.5229615276803,4b36fa4724eb177fadc7c283b862f0ffbb06d1e83ea429a212bca1080ec21a1e,-209,cost-positive,-28,True,1302,1739,,1560,179,17.53893448564572,8d876a8d960991701fd3230c54154e90b2483d62a0833626b09496ccba27b9d0,0.015972957965416867,task055
841,758,,724,34,18.36931661435763,468c597a53bcce31d1460f96e1c03e6f66589982c93e5024c036bd190d2f2478,-106,cost-positive,-11,True,735,747,,714,33,18.38393481486718,081e43b3de0cafa1c3010eba02f071ba849a0cae9c18e821baeb00043631ee36,0.014618200509552537,task267
3098,2663,,2607,56,17.11279141418607,a5ef0bd5a5854af84e4242cdd388aded06011325d742359d26990ca35a5cfeea,-847,cost-positive,-34,True,2251,2629,,2573,56,17.12564117527012,78b2a19924bce65caf0a33ec5b44d28f4787bd7267a87597ac972f8c90159273,0.012849761084048339,task071
3095,2121,,2052,69,17.34035704543532,23b81a27a8b0e32fbec2e224c57c1452011fafc4e9770354632dd8ce6b2c311c,-929,cost-positive,-23,True,2166,2098,,2028,70,17.35126021104376,ca0754a4e9b4d1a32d50e11b9688b599de493f05e7f14d1519d7d642682aab5f,0.010903165608439735,task250
823,1450,,1428,22,17.72068116458538,b555c306a0b4feafda9d1e371fb39c7940546555153c4973f416b6a42541a3a9,74,cost-positive,-15,True,897,1435,,1410,25,17.73107987180628,33512418b92511a6b25f773978bb696e9999835c06c18279c20f014a54b27eaa,0.01039870722090086,task303
3738,3184,,3108,76,16.934106453035724,e8f6c2df5abd02691df06c120b9dd2e767e4152e3d955f953e4fdba6ecf8f96b,118,cost-positive,-31,True,3856,3153,,3076,77,16.94389034045494,9271d5e83c9b28894e9aeb32008c365191876556c71fde5ae90194e51f03f681,0.00978388741921421,task310
3731,892,,844,48,18.206533867419992,ead29447a4fa3c5e1bf6a699475bc34622d4f75b9823a496f049a2b05b75b532,-563,cost-positive,-8,True,3168,884,,834,50,18.215542937362358,f07a98f87b027f98f786cc17244cdfcd4521cccf4a6baa9999cea8d753ab0e69,0.0090090699423655,task259
2354,5288,,5212,76,16.426804618468477,afb5f0166ba1ed3bd0bef01baca1605d07943e9a1c3766adc9284ec96d446bd3,467,cost-positive,-46,True,2821,5242,,5046,196,16.435541616116648,1b66d98a4557556a49000fd83a160561b7ac3811b70077b16e509c43263aa746,0.008736997648171041,task029
3416,4606,,4244,362,16.56488491961937,66c324166982890165c500b1e7c4681a0d2c4f0d009903c75ddad62665c73b41,705,cost-positive,-29,True,4121,4577,,4213,364,16.571200959346356,3a41509858802685879194badb34ccca990ccae17097d1d8205c7959958d3745,0.0063160397269861335,task361
